id	name	fips	sector
2762	Cambria-Rowe Business College-Johnstown	42	6
2763	Carlow University	42	2
2764	Carnegie Mellon University	42	2
2765	Cedar Crest College	42	2
2766	Central Penn College	42	3
2767	Chatham University	42	2
2768	Chestnut Hill College	42	2
2769	Cheyney University of Pennsylvania	42	1
2770	Brightwood Career Institute-Philadelphia Mills	42	6
2771	Citizens School of Nursing	42	5
2772	Clarion University of Pennsylvania	42	1
2773	DLP Conemaugh Memorial Medical Center	42	6
2774	Consolidated School of Business-York	42	6
2775	Curtis Institute of Music	42	2
2776	Dean Institute of Technology	42	6
2777	Delaware County Community College	42	4
2778	Delaware Valley University	42	2
2779	Dickinson College	42	2
2780	Pennsylvania State University-Dickinson Law	42	1
2781	Douglas Education Center	42	6
2782	Drexel University	42	2
2783	Du Bois Business College-Du Bois	42	6
2784	Everest Institute-Pittsburgh	42	5
2785	Duquesne University	42	2
2786	East Stroudsburg University of Pennsylvania	42	1
2787	Eastern University	42	2
2788	Edinboro University of Pennsylvania	42	1
2789	Elizabethtown College	42	2
2790	Erie Institute of Technology Inc	42	6
2791	Evangelical Theological Seminary	42	2
2792	Faith Theological Seminary	24	2
2793	Aria Health School of Nursing	42	5
2794	Franklin and Marshall College	42	2
2795	Gannon University	42	2
2796	Geneva College	42	2
2797	Gettysburg College	42	2
2798	Gratz College	42	2
2799	Grove City College	42	2
2800	Gwynedd Mercy University	42	2
2801	Harcum College	42	5
2802	Harrisburg Area Community College-Harrisburg	42	4
2803	Haverford College	42	2
2804	Commonwealth Technical Institute	42	5
2805	Holy Family University	42	2
2806	Hussian College School of Art	42	3
2807	Brightwood Career Institute-Pittsburgh	42	6
2808	Immaculata University	42	2
2809	Indiana University of Pennsylvania-Main Campus	42	1
2810	Jameson Health System	42	5
2811	Great Lakes Institute of Technology	42	6
2812	Johnson College	42	5
2813	Juniata College	42	2
2814	Keystone College	42	2
2815	King's College	42	2
2816	Kutztown University of Pennsylvania	42	1
2817	La Roche College	42	2
2818	La Salle University	42	2
2819	Lackawanna College	42	5
2820	Lafayette College	42	2
2821	Lancaster Bible College	42	2
2822	Lancaster Theological Seminary	42	2
2823	Lansdale School of Business	42	6
2824	Lebanon Valley College	42	2
2825	Lehigh Carbon Community College	42	4
2826	Berks Technical Institute	42	6
2827	Lehigh University	42	2
2828	Lincoln Technical Institute-Allentown	42	6
2829	Lincoln Technical Institute-Philadelphia	42	6
2830	Lincoln University	42	1
2831	Lock Haven University	42	1
2832	St Margaret School of Nursing	42	5
2833	Lutheran Theological Seminary at Gettysburg	42	2
2834	Lutheran Theological Seminary at Philadelphia	42	2
2835	Luzerne County Community College	42	4
2836	Lycoming College	42	2
2837	Manor College	42	5
2838	Mansfield University of Pennsylvania	42	1
2839	Marywood University	42	2
2840	Vet Tech Institute	42	6
2841	Roxborough Memorial Hospital School of Nursing	42	6
2842	Mercyhurst University	42	2
2843	Messiah College	42	2
2844	Metropolitan Career Center Computer Technology Institute	42	5
2845	Millersville University of Pennsylvania	42	1
2846	Misericordia University	42	2
2847	Montgomery County Community College	42	4
2848	Moore College of Art and Design	42	2
2849	Moravian College	42	2
2850	Mount Aloysius College	42	2
2851	Muhlenberg College	42	2
2852	Brightwood Career Institute-Philadelphia	42	6
2853	Neumann University	42	2
2854	New Castle School of Trades	42	6
2855	Northampton County Area Community College	42	4
2856	Orleans Technical Institute	42	5
2857	Salus University	42	2
2858	Pennsylvania Institute of Technology	42	5
2859	Pennsylvania State University-Penn State Erie-Behrend College	42	1
2860	Pennsylvania State University-Penn State Great Valley	42	1
2861	Pennsylvania State University-College of Medicine	42	1
2862	Pennsylvania State University-Penn State New Kensington	42	1
2863	Pennsylvania State University-Penn State Shenango	42	1
2864	Pennsylvania State University-Penn State Wilkes-Barre	42	1
2865	Pennsylvania State University-Penn State Worthington Scranton	42	1
2866	Pennsylvania State University-Penn State Lehigh Valley	42	1
2867	Pennsylvania State University-Penn State Altoona	42	1
2868	Pennsylvania State University-Penn State Beaver	42	1
2869	Pennsylvania State University-Penn State Berks	42	1
2870	Pennsylvania State University-Penn State Harrisburg	42	1
2871	Pennsylvania State University-Penn State Brandywine	42	1
2872	Pennsylvania State University-Penn State DuBois	42	1
2873	Pennsylvania State University-Penn State Fayette- Eberly	42	1
2874	Pennsylvania State University-Penn State Hazleton	42	1
2875	Pennsylvania State University-Main Campus	42	1
2876	Pennsylvania State University-Penn State Greater Allegheny	42	1
2877	Pennsylvania State University-Penn State Mont Alto	42	1
2878	Pennsylvania State University-Penn State Abington	42	1
2879	Pennsylvania State University-Penn State Schuylkill	42	1
2880	Pennsylvania State University-Penn State York	42	1
2881	Pace Institute	42	6
2882	Peirce College	42	2
2883	Penn Commercial Business/Technical School	42	6
2884	Pennco Tech-Bristol	42	6
2885	Pennsylvania Academy of the Fine Arts	42	2
2886	Pennsylvania Gunsmith School	42	6
2887	Pennsylvania College of Art and Design	42	2
2888	University of Pennsylvania	42	2
2889	Philadelphia University	42	2
2890	The University of the Arts	42	2
2891	Cairn University-Langhorne	42	2
2892	Philadelphia College of Osteopathic Medicine	42	2
2893	University of the Sciences	42	2
2894	Community College of Philadelphia	42	4
2895	University of Pittsburgh-Bradford	42	1
2896	University of Pittsburgh-Greensburg	42	1
2897	University of Pittsburgh-Johnstown	42	1
2898	University of Pittsburgh-Pittsburgh Campus	42	1
2899	University of Pittsburgh-Titusville	42	4
2900	Pittsburgh Institute of Aeronautics	42	5
2901	Pittsburgh Institute of Mortuary Science Inc	42	5
2902	Pittsburgh Technical Institute	42	6
2903	Pittsburgh Theological Seminary	42	2
2904	Prism Career Institute-Upper Darby	42	6
2905	Point Park University	42	2
2906	Joseph F McCloskey School of Nursing at Schuylkill Health	42	5
2907	Reading Area Community College	42	4
2908	Reading Hospital School of Health Sciences	42	5
2909	Reconstructionist Rabbinical College	42	2
2910	Reformed Presbyterian Theological Seminary	42	2
2911	The Restaurant School at Walnut Hill College	42	3
2912	Brightwood Career Institute-Broomall	42	6
2913	Robert Morris University	42	2
2914	Rosedale Technical College	42	5
2915	Rosemont College	42	2
2916	Saint Francis University	42	2
2917	Saint Joseph's University	42	2
2918	Saint Vincent College	42	2
2919	Saint Vincent Seminary	42	2
2920	University of Scranton	42	2
2921	Seton Hill University	42	2
2922	University of Pittsburgh Medical Center-Shadyside School of Nursing	42	5
2923	Laurel Technical Institute	42	6
2924	Shippensburg University of Pennsylvania	42	1
2925	Slippery Rock University of Pennsylvania	42	1
2926	Saint Charles Borromeo Seminary-Overbrook	42	2
2927	South Hills School of Business & Technology	42	6
2928	St Lukes Hospital School of Nursing	42	5
2929	Susquehanna University	42	2
2930	Swarthmore College	42	2
2931	Thaddeus Stevens College of Technology	42	4
2932	Talmudical Yeshiva of Philadelphia	42	2
2933	Temple University	42	1
2934	Theological Seminary of the Reformed Episcopal Church	42	2
2935	Thiel College	42	2
2936	Thomas Jefferson University	42	2
2937	Fortis Institute-Erie	42	6
2938	Triangle Tech Inc-Erie	42	6
2939	Triangle Tech Inc-Pittsburgh	42	6
2940	Triangle Tech Inc-Greensburg	42	6
2941	Triangle Tech Inc-Dubois	42	6
2942	Trinity Episcopal School for Ministry	42	2
2943	Ursinus College	42	2
2944	University of Valley Forge	42	2
2945	Valley Forge Military College	42	5
2946	Villanova University	42	2
2947	Washington Hospital School of Nursing	42	5
2948	Washington Hospital School of Radiologic Technology	42	5
2949	Washington & Jefferson College	42	2
2950	Waynesburg University	42	2
2951	West Chester University of Pennsylvania	42	1
2952	Western Pennsylvania Hospital School of Nursing	42	5
2953	Pittsburgh Career Institute	42	6
2954	Westminster College	42	2
2955	Westminster Theological Seminary	42	2
2956	Westmoreland County Community College	42	4
2957	Widener University-Main Campus	42	2
2958	Wilkes University	42	2
2959	Wilson College	42	2
2960	Yeshivath Beth Moshe	42	2
2961	York College Pennsylvania	42	2
2962	YTI Career Institute-York	42	6
2963	Yorktowne Business Institute	42	6
2964	Brown University	44	2
2965	Bryant University	44	2
2966	Johnson & Wales University-Providence	44	2
2967	New England Institute of Technology	44	2
2968	Providence College	44	2
2969	Rhode Island College	44	1
2970	Community College of Rhode Island	44	4
2971	University of Rhode Island	44	1
2972	Rhode Island School of Design	44	2
2973	Roger Williams University	44	2
2974	Salve Regina University	44	2
2975	St Joseph School of Nursing	44	6
2976	Northpoint Bible College	25	2
2977	Aiken Technical College	45	4
2978	Allen University	45	2
2979	Anderson University	45	2
2980	Charleston Southern University	45	2
2981	Technical College of the Lowcountry	45	4
2982	Benedict College	45	2
2983	Bob Jones University	45	3
2984	Southern Wesleyan University	45	2
2985	College of Charleston	45	1
2986	Northeastern Technical College	45	4
2987	Citadel Military College of South Carolina	45	1
2988	Claflin University	45	2
2989	Clemson University	45	1
2990	Clinton College	45	2
2991	Coker College	45	2
2992	Columbia International University	45	2
2993	Columbia College	45	2
2994	Converse College	45	2
2995	Denmark Technical College	45	4
2996	Erskine College	45	2
2997	Florence-Darlington Technical College	45	4
2998	Forrest College	45	6
2999	Francis Marion University	45	1
3000	Furman University	45	2
3001	Greenville Technical College	45	4
3002	Horry-Georgetown Technical College	45	4
3003	Lander University	45	1
3004	Limestone College	45	2
3005	Lenoir-Rhyne University-Lutheran Theological Southern Seminary	45	2
3006	Medical University of South Carolina	45	1
3007	Midlands Technical College	45	4
3008	Morris College	45	2
3009	Newberry College	45	2
3010	North Greenville University	45	2
3011	Orangeburg Calhoun Technical College	45	4
3012	Piedmont Technical College	45	4
3013	Presbyterian College	45	2
3014	University of South Carolina-Aiken	45	1
3015	University of South Carolina-Beaufort	45	1
3016	University of South Carolina-Columbia	45	1
3017	University of South Carolina-Lancaster	45	4
3018	University of South Carolina-Salkehatchie	45	4
3019	University of South Carolina-Sumter	45	4
3020	University of South Carolina-Union	45	4
3021	Coastal Carolina University	45	1
3022	South Carolina State University	45	1
3023	University of South Carolina-Upstate	45	1
3024	Sherman College of Straight Chiropractic	45	2
3025	Spartanburg Methodist College	45	5
3026	Spartanburg Community College	45	4
3027	Central Carolina Technical College	45	4
3028	Tri-County Technical College	45	4
3029	Trident Technical College	45	4
3030	Voorhees College	45	2
3031	Williamsburg Technical College	45	4
3032	Winthrop University	45	1
3033	Wofford College	45	2
3034	York Technical College	45	4
3035	Augustana University	46	2
3036	Black Hills Beauty College	46	6
3037	Black Hills State University	46	1
3038	Kilian Community College	46	5
3039	Dakota State University	46	1
3040	Dakota Wesleyan University	46	2
3041	Headlines Academy Inc	46	6
3042	Lake Area Technical Institute	46	4
3043	Avera McKennan Hospital School of Radiologic Technology	46	5
3044	Mitchell Technical Institute	46	4
3045	Mount Marty College	46	2
3046	National American University-Rapid City	46	3
3047	National American University-Sioux Falls	46	3
3048	Sioux Falls Seminary	46	2
3049	Northern State University	46	1
3050	Oglala Lakota College	46	1
3051	Presentation College	46	2
3052	Avera Sacred Heart Hospital	46	5
3053	South Dakota School of Mines and Technology	46	1
3054	South Dakota State University	46	1
3055	Sinte Gleska University	46	2
3056	University of Sioux Falls	46	2
3057	Sanford Medical Center	46	5
3058	Sisseton Wahpeton College	46	4
3059	Southeast Technical Institute	46	4
3060	Stewart School	46	6
3061	University of South Dakota	46	1
3062	Western Dakota Technical Institute	46	4
3063	American Baptist College	47	2
3064	Aquinas College	47	2
3065	Tennessee College of Applied Technology-Athens	47	4
3066	Austin Peay State University	47	1
3067	Baptist Memorial College of Health Sciences	47	2
3068	Belmont University	47	2
3069	Bethel University	47	2
3070	Bryan College-Dayton	47	2
3071	Carson-Newman University	47	2
3072	Chattanooga State Community College	47	4
3073	Christian Brothers University	47	2
3074	Pentecostal Theological Seminary	47	2
3075	Cleveland State Community College	47	4
3076	Columbia State Community College	47	4
3077	Concorde Career College-Memphis	47	6
3078	Tennessee College of Applied Technology-Covington	47	4
3079	Cumberland University	47	2
3080	Lipscomb University	47	2
3081	Tennessee College of Applied Technology-Dickson	47	4
3082	Daymar Institute-Nashville	47	3
3083	Dyersburg State Community College	47	4
3084	East Tennessee State University	47	1
3085	Chattanooga College Medical Dental and Technical Careers	47	6
3086	Tennessee College of Applied Technology-Elizabethton	47	4
3087	Emmanuel Christian Seminary	47	2
3088	Fisk University	47	2
3089	Welch College	47	2
3090	Freed-Hardeman University	47	2
3091	Tennessee College of Applied Technology-Harriman	47	4
3092	Tennessee College of Applied Technology-Hartsville	47	4
3093	Hiwassee College	47	2
3094	Tennessee College of Applied Technology-Hohenwald	47	4
3095	Tennessee College of Applied Technology-Jacksboro	47	4
3096	Jackson State Community College	47	4
3097	John A Gupton College	47	5
3098	Johnson University	47	2
3099	King University	47	2
3100	South College	47	3
3101	Lane College	47	2
3102	Le Moyne-Owen College	47	2
3103	Lee University	47	2
3104	Lincoln Memorial University	47	2
3105	Tennessee College of Applied Technology-Livingston	47	4
3106	Martin Methodist College	47	2
3107	Maryville College	47	2
3108	Tennessee College of Applied Technology-McKenzie	47	4
3109	Meharry Medical College	47	2
3110	Memphis College of Art	47	2
3111	Tennessee College of Applied Technology-Memphis	47	4
3112	University of Memphis	47	1
3113	Memphis Theological Seminary	47	2
3114	Middle Tennessee State University	47	1
3115	Middle Tennessee School of Anesthesia Inc	47	2
3116	Milligan College	47	2
3117	Tennessee College of Applied Technology-Morristown	47	4
3118	Motlow College	47	4
3119	Tennessee College of Applied Technology-Murfreesboro	47	4
3120	Lincoln College of Technology-Nashville	47	6
3121	Nashville State Community College	47	4
3122	Tennessee College of Applied Technology-Newbern	47	4
3123	O'More College of Design	47	2
3124	Tennessee College of Applied Technology-Paris	47	4
3125	Tennessee College of Applied Technology-Pulaski	47	4
3126	Rhodes College	47	2
3127	Tennessee College of Applied Technology-Ripley	47	4
3128	Roane State Community College	47	4
3129	Tennessee College of Applied Technology-Crump	47	4
3130	Southwest Tennessee Community College	47	4
3131	Tennessee College of Applied Technology-Shelbyville	47	4
3132	Sewanee-The University of the South	47	2
3133	Tennessee College of Applied Technology-Oneida-Huntsville	47	4
3134	Tennessee College of Applied Technology-Crossville	47	4
3135	Tennessee College of Applied Technology-McMinnville	47	4
3136	Tennessee College of Applied Technology-Jackson	47	4
3137	Tennessee College of Applied Technology-Knoxville	47	4
3138	Tennessee College of Applied Technology-Whiteville	47	4
3139	Pellissippi State Community College	47	4
3140	Southern Adventist University	47	2
3141	Southern College of Optometry	47	2
3142	Tennessee Wesleyan College	47	2
3143	The University of Tennessee-Chattanooga	47	1
3144	The University of Tennessee-Knoxville	47	1
3145	The University of Tennessee-Martin	47	1
3146	Fountainhead College of Technology	47	3
3147	Tennessee State University	47	1
3148	Tennessee Technological University	47	1
3149	Tennessee Temple University	37	2
3150	Trevecca Nazarene University	47	2
3151	Northeast State Community College	47	4
3152	Tusculum College	47	2
3153	Union University	47	2
3154	Vanderbilt University	47	2
3155	Volunteer State Community College	47	4
3156	Walters State Community College	47	4
3157	West Tennessee Business College	47	6
3158	William Moore College of Technology	47	5
3159	Abilene Christian University	48	2
3160	Alvin Community College	48	4
3161	Amarillo College	48	4
3162	Amberton University	48	2
3163	Angelina College	48	4
3164	Angelo State University	48	1
3165	Arlington Baptist College	48	2
3166	Arlington Career Institute	48	6
3167	The Art Institute of Houston	48	3
3168	Austin College	48	2
3169	Austin Community College District	48	4
3170	Austin Presbyterian Theological Seminary	48	2
3171	Baptist Health System School of Health Professions	48	3
3172	Baptist Missionary Association Theological Seminary	48	2
3173	Baylor College of Medicine	48	2
3174	Baylor University	48	2
3175	Coastal Bend College	48	4
3176	Blinn College	48	4
3177	Remington College-Dallas Campus	48	2
3178	Vet Tech Institute of Houston	48	6
3179	Brazosport College	48	1
3180	Brookhaven College	48	4
3181	Cedar Valley College	48	4
3182	Central Texas College	48	4
3183	Cisco College	48	4
3184	Clarendon College	48	4
3185	Concordia University-Texas	48	2
3186	North Central Texas College	48	4
3187	Texas A & M University-Corpus Christi	48	1
3188	Court Reporting Institute of Dallas	48	6
3189	Dallas Baptist University	48	2
3190	Dallas Christian College	48	2
3191	Dallas Institute of Funeral Service	48	5
3192	Dallas Theological Seminary	48	2
3193	University of Dallas	48	2
3194	Del Mar College	48	4
3195	Career Point College	48	3
3196	East Texas Baptist University	48	2
3197	Texas A & M University-Texarkana	48	1
3198	Texas A & M University-Commerce	48	1
3199	Eastfield College	48	4
3200	El Centro College	48	4
3201	El Paso Community College	48	4
3202	Western Technical College	48	6
3203	Western Technical College	48	6
3204	Episcopal Theological Seminary of the Southwest	48	2
3205	South University-The Art Institute of Dallas	48	3
3206	Frank Phillips College	48	4
3207	Galveston College	48	4
3208	Grayson College	48	4
3209	Hallmark University	48	2
3210	Hardin-Simmons University	48	2
3211	Trinity Valley Community College	48	4
3212	Hill College	48	4
3213	Houston Baptist University	48	2
3214	University of Houston-Clear Lake	48	1
3215	Houston Community College	48	4
3216	University of Houston-Downtown	48	1
3217	University of Houston-Victoria	48	1
3218	University of Houston	48	1
3219	Howard College	48	4
3220	Howard Payne University	48	2
3221	Huston-Tillotson University	48	2
3222	University of the Incarnate Word	48	2
3223	International Business College-El Paso	48	6
3224	International Business College-El Paso	48	6
3225	ITT Technical Institute-Arlington	48	3
3226	ITT Technical Institute-Houston West	48	3
3227	Jacksonville College-Main Campus	48	5
3228	Jarvis Christian College	48	2
3229	KD Conservatory College of Film and Dramatic Arts	48	6
3230	Kilgore College	48	4
3231	Lamar University	48	1
3232	Lamar State College-Orange	48	4
3233	Lamar State College-Port Arthur	48	4
3234	Laredo Community College	48	4
3235	Texas A & M International University	48	1
3236	Lee College	48	4
3237	LeTourneau University	48	2
3238	Lincoln College of Technology-Grand Prairie	48	6
3239	Lubbock Christian University	48	2
3240	College of the Mainland	48	4
3241	University of Mary Hardin-Baylor	48	2
3242	McLennan Community College	48	4
3243	McMurry University	48	2
3244	Covenant School of Nursing and Allied Health	48	5
3245	Midland College	48	1
3246	Midwestern State University	48	1
3247	Wade College	48	3
3248	Mountain View College	48	4
3249	Navarro College	48	4
3250	Lone Star College System	48	4
3251	North Lake College	48	4
3252	University of North Texas	48	1
3253	Northeast Texas Community College	48	4
3254	Northwood University-Texas	48	2
3255	Oblate School of Theology	48	2
3256	Odessa College	48	4
3257	Our Lady of the Lake University	48	2
3258	The University of Texas Rio Grande Valley	48	1
3259	The University of Texas at Brownsville	48	1
3260	Panola College	48	4
3261	Paris Junior College	48	4
3262	Paul Quinn College	48	2
3263	Prairie View A & M University	48	1
3264	Ranger College	48	4
3265	Aviation Institute of Maintenance-Houston	48	6
3266	Rice University	48	2
3267	Richland College	48	4
3268	Brightwood College-McAllen	48	6
3269	Saint Edward's University	48	2
3270	St Philip's College	48	4
3271	University of St Thomas	48	2
3272	Sam Houston State University	48	1
3273	San Antonio College	48	4
3274	San Jacinto Community College	48	4
3275	Schreiner University	48	2
3276	St Mary's University	48	2
3277	South Plains College	48	4
3278	South Texas College of Law	48	2
3279	Southern Methodist University	48	2
3280	Southwest Texas Junior College	48	4
3281	Southwestern Assemblies of God University	48	2
3282	Southwestern University	48	2
3283	Stephen F Austin State University	48	1
3284	Texas State University	48	1
3285	Southwestern Adventist University	48	2
3286	Southwestern Christian College	48	2
3287	Sul Ross State University	48	1
3288	Tarleton State University	48	1
3289	Tarrant County College District	48	4
3290	Temple College	48	4
3291	University of Texas Southwestern Medical Center	48	1
3292	The University of Texas Health Science Center at San Antonio	48	1
3293	The University of Texas Medical Branch	48	1
3294	Texas State Technical College-Waco	48	4
3295	Texarkana College	48	4
3296	Texas A & M University-Kingsville	48	1
3297	Texas A & M University-College Station	48	1
3298	The University of Texas at Arlington	48	1
3299	The University of Texas at Austin	48	1
3300	The University of Texas at Dallas	48	1
3301	The University of Texas at El Paso	48	1
3302	The University of Texas at Tyler	48	1
3303	Texas Chiropractic College Foundation Inc	48	2
3304	Texas Christian University	48	2
3305	Texas College	48	2
3306	University of North Texas Health Science Center	48	1
3307	Texas Lutheran University	48	2
3308	The University of Texas of the Permian Basin	48	1
3309	The University of Texas at San Antonio	48	1
3310	Texas Southern University	48	1
3311	Texas Tech University	48	1
3312	Texas Wesleyan University	48	2
3313	Texas Woman's University	48	1
3314	Trinity University	48	2
3315	The University of Texas Health Science Center at Houston	48	1
3316	Texas State Technical College-Harlingen	48	4
3317	Texas State Technical College-West Texas	48	4
3318	Texas Tech University Health Sciences Center	48	1
3319	Tyler Junior College	48	4
3320	Universal Technical Institute of Texas Inc.	48	6
3321	Vernon College	48	4
3322	Victoria College	48	4
3323	Wayland Baptist University	48	2
3324	Weatherford College	48	4
3325	West Texas A & M University	48	1
3326	Western Texas College	48	4
3327	Wharton County Junior College	48	4
3328	Wiley College	48	2
3329	Bridgerland Applied Technology College	49	4
3330	Brigham Young University-Provo	49	2
3331	Brigham Young University-Hawaii	15	2
3332	Broadview University-West Jordan	49	3
3333	Davis Applied Technology College	49	4
3334	Dixie State University	49	1
3335	Evans Hairstyling College-Cedar City	49	6
3336	Evans Hairstyling College-St George	49	6
3337	Eagle Gate College-Murray	49	3
3338	ITT Technical Institute-Murray	49	3
3339	Latter-day Saints Business College	49	5
3340	Everest College-Salt Lake City	49	3
3341	Ogden-Weber Applied Technology College	49	4
3342	Snow College	49	1
3343	Southern Utah University	49	1
3344	Stevens-Henager College	49	2
3345	Stevens-Henager College	49	2
3346	Utah State University	49	1
3347	Utah Valley University	49	1
3348	Salt Lake Community College	49	4
3349	University of Utah	49	1
3350	Weber State University	49	1
3351	Westminster College	49	2
3352	Bennington College	50	2
3353	Burlington College	50	2
3354	Castleton University	50	1
3355	Champlain College	50	2
3356	Community College of Vermont	50	4
3357	Goddard College	50	2
3358	Green Mountain College	50	2
3359	Johnson State College	50	1
3360	Lyndon State College	50	1
3361	Marlboro College	50	2
3362	Middlebury College	50	2
3363	New England Culinary Institute	50	3
3364	Norwich University	50	2
3365	Saint Michael's College	50	2
3366	SIT Graduate Institute	50	2
3367	College of St Joseph	50	2
3368	Southern Vermont College	50	2
3369	Sterling College	50	2
3370	Vermont Law School	50	2
3371	Vermont Technical College	50	1
3372	University of Vermont	50	1
3373	Advanced Technology Institute	51	6
3374	Averett University	51	2
3375	Blue Ridge Community College	51	4
3376	Bluefield College	51	2
3377	Bridgewater College	51	2
3378	College of William and Mary	51	1
3379	Regent University	51	2
3380	Central Virginia Community College	51	4
3381	Christopher Newport University	51	1
3382	Bryant & Stratton College-Virginia Beach	51	3
3383	Bryant & Stratton College-Richmond	51	3
3384	Jefferson College of Health Sciences	51	2
3385	Dabney S Lancaster Community College	51	4
3386	Danville Community College	51	4
3387	Eastern Virginia Medical School	51	1
3388	Centura College-Virginia Beach	51	3
3389	Emory & Henry College	51	2
3390	Eastern Mennonite University	51	2
3391	Eastern Shore Community College	51	4
3392	Ferrum College	51	2
3393	George Mason University	51	1
3394	Germanna Community College	51	4
3395	Hampden-Sydney College	51	2
3396	Hampton University	51	2
3397	Hollins University	51	2
3398	J Sargeant Reynolds Community College	51	4
3399	James Madison University	51	1
3400	John Tyler Community College	51	4
3401	Everest College-Newport News	51	5
3402	Liberty University	51	2
3403	Longwood University	51	1
3404	Lord Fairfax Community College	51	4
3405	Lynchburg College	51	2
3406	Centra College of Nursing	51	5
3407	Mary Baldwin College	51	2
3408	University of Mary Washington	51	1
3409	Marymount University	51	2
3410	Danville Regional Medical Center School of Health Professions	51	6
3411	Mountain Empire Community College	51	4
3412	American National University	51	3
3413	New River Community College	51	4
3414	Sentara College of Health Sciences	51	2
3415	Norfolk State University	51	1
3416	Northern Virginia Community College	51	4
3417	Old Dominion University	51	1
3418	Patrick Henry Community College	51	4
3419	Paul D Camp Community College	51	4
3420	Southside Regional Medical Center Professional Schools	51	6
3421	Miller-Motte Technical College-Lynchburg	51	6
3422	Piedmont Virginia Community College	51	4
3423	Radford University	51	1
3424	Randolph-Macon College	51	2
3425	Randolph College	51	2
3426	Rappahannock Community College	51	4
3427	Fortis College-Norfolk	51	6
3428	Richard Bland College of the College of William and Mary	51	4
3429	Bon Secours Memorial College of Nursing	51	2
3430	University of Richmond	51	2
3431	Riverside College of Health Careers	51	5
3432	Roanoke College	51	2
3433	Bon Secours St Mary's Hospital School of Medical Imaging	51	5
3434	Shenandoah University	51	2
3435	Southern Virginia University	51	2
3436	Southside Virginia Community College	51	4
3437	Southwest Virginia Community College	51	4
3438	Strayer University-Virginia	51	3
3439	Sweet Briar College	51	2
3440	Thomas Nelson Community College	51	4
3441	Tidewater Community College	51	4
3442	Union Presbyterian Seminary	51	2
3443	The University of Virginia's College at Wise	51	1
3444	Virginia Highlands Community College	51	4
3445	Virginia Polytechnic Institute and State University	51	1
3446	Virginia Western Community College	51	4
3447	Virginia Commonwealth University	51	1
3448	University of Virginia-Main Campus	51	1
3449	Virginia Military Institute	51	1
3450	Virginia University of Lynchburg	51	2
3451	Virginia State University	51	1
3452	Virginia Union University	51	2
3453	Virginia Wesleyan College	51	2
3454	Washington and Lee University	51	2
3455	Sanford-Brown College-Tysons Corner	51	3
3456	Wytheville Community College	51	4
3457	The Art Institute of Seattle	53	3
3458	Bellevue College	53	1
3459	Bellingham Technical College	53	4
3460	Big Bend Community College	53	4
3461	Everest College-Bremerton	53	5
3462	Central Washington University	53	1
3463	Centralia College	53	1
3464	City University of Seattle	53	2
3465	Paul Mitchell the School-Richland	53	6
3466	Clark College	53	1
3467	Clover Park Technical College	53	1
3468	Columbia Basin College	53	1
3469	Cornish College of the Arts	53	2
3470	Eastern Washington University	53	1
3471	Edmonds Community College	53	4
3472	Everett Community College	53	4
3473	The Evergreen State College	53	1
3474	Pierce College-Fort Steilacoom	53	4
3475	Gonzaga University	53	2
3476	Grays Harbor College	53	4
3477	Green River College	53	1
3478	Heritage University	53	2
3479	Highline College	53	1
3480	Interface College-Spokane	53	6
3481	ITT Technical Institute-Seattle	53	3
3482	ITT Technical Institute-Spokane Valley	53	3
3483	Bastyr University	53	2
3484	Bates Technical College	53	4
3485	Lake Washington Institute of Technology	53	1
3486	Lower Columbia College	53	4
3487	Trinity Lutheran College	53	2
3488	BJ's Beauty & Barber College	53	6
3489	BJ's Beauty & Barber College	53	6
3490	North Seattle College	53	1
3491	Northwest University	53	2
3492	Olympic College	53	1
3493	Perry Technical Institute	53	5
3494	Pacific Lutheran University	53	2
3495	Peninsula College	53	1
3496	University of Puget Sound	53	2
3497	Renton Technical College	53	1
3498	Saint Martin's University	53	2
3499	South Seattle College	53	1
3500	Seattle Central College	53	1
3501	Seattle Pacific University	53	2
3502	Seattle University	53	2
3503	Shoreline Community College	53	4
3504	Skagit Valley College	53	1
3505	South Puget Sound Community College	53	4
3506	Spokane Community College	53	4
3507	Spokane Falls Community College	53	4
3508	Tacoma Community College	53	4
3509	Walla Walla Community College	53	4
3510	Walla Walla University	53	2
3511	Washington State University	53	1
3512	University of Washington-Seattle Campus	53	1
3513	Wenatchee Valley College	53	4
3514	Western Washington University	53	1
3515	Whatcom Community College	53	4
3516	Whitman College	53	2
3517	Whitworth University	53	2
3518	Yakima Valley Community College	53	1
3519	Alderson Broaddus University	54	2
3520	Appalachian Beauty School	21	6
3521	Appalachian Bible College	54	2
3522	Bethany College	54	2
3523	Bluefield State College	54	1
3524	Charleston School of Beauty Culture	54	6
3525	University of Charleston	54	2
3526	Clarksburg Beauty Academy and School of Massage Therapy	54	6
3527	Concord University	54	1
3528	Davis & Elkins College	54	2
3529	Fairmont State University	54	1
3530	Glenville State College	54	1
3531	Huntington Junior College	54	6
3532	Marshall University	54	1
3533	Mercer County Technical Education Center	54	4
3534	Meredith Manor International Equestrian Center	54	6
3535	Morgantown Beauty College Inc	54	6
3536	Mountain State College	54	6
3537	Everest Institute-Cross Lanes	54	6
3538	Ohio Valley University	54	2
3539	West Virginia University at Parkersburg	54	1
3540	Potomac State College of West Virginia University	54	1
3541	Salem International University	54	3
3542	Shepherd University	54	1
