id	name	fips	sector
1386	St Mary's College of Maryland	24	1
1387	Sojourner-Douglass College	24	2
1388	St John's College	24	2
1389	Brightwood College-Beltsville	24	6
1390	Towson University	24	1
1391	Maryland University of Integrative Health	24	2
1392	International Beauty School	24	6
1393	United States Naval Academy	24	1
1394	Stevenson University	24	2
1395	Washington College	24	2
1396	McDaniel College	24	2
1397	Wor-Wic Community College	24	4
1398	Hult International Business School	25	2
1399	New England College of Business and Finance	25	3
1400	American International College	25	2
1401	Amherst College	25	2
1402	Andover Newton Theological School	25	2
1403	Anna Maria College	25	2
1404	Assumption College	25	2
1405	Babson College	25	2
1406	Boston Baptist College	25	2
1407	Bay Path University	25	2
1408	Bay State College	25	3
1409	Becker College	25	2
1410	Bentley University	25	2
1411	Berklee College of Music	25	2
1412	Berkshire Community College	25	4
1413	Boston Architectural College	25	2
1414	Boston Graduate School of Psychoanalysis Inc	25	2
1415	Boston College	25	2
1416	The Boston Conservatory	25	2
1417	Boston University	25	2
1418	Brandeis University	25	2
1419	Bridgewater State University	25	1
1420	Bristol Community College	25	4
1421	Signature Healthcare Brockton Hospital School of Nursing	25	5
1422	Bunker Hill Community College	25	4
1423	Cambridge College	25	2
1424	Cape Cod Community College	25	4
1425	Laboure College	25	2
1426	Clark University	25	2
1427	Conway School of Landscape Design	25	2
1428	Curry College	25	2
1429	Dean College	25	2
1430	National Aviation Academy of New England	25	6
1431	Eastern Nazarene College	25	2
1432	Emerson College	25	2
1433	Emmanuel College	25	2
1434	Endicott College	25	2
1435	Episcopal Divinity School	25	2
1436	Fisher College	25	2
1437	Fitchburg State University	25	1
1438	Framingham State University	25	1
1439	Benjamin Franklin Institute of Technology	25	2
1440	Gordon College	25	2
1441	Gordon-Conwell Theological Seminary	25	2
1442	Greenfield Community College	25	4
1443	Hampshire College	25	2
1444	Harvard University	25	2
1445	Hebrew College	25	2
1446	Hellenic College-Holy Cross Greek Orthodox School of Theology	25	2
1447	College of the Holy Cross	25	2
1448	Holyoke Community College	25	4
1449	Lasell College	25	2
1450	Lawrence Memorial Hospital School of Nursing	25	5
1451	Lesley University	25	2
1452	Longy School of Music of Bard College	25	2
1453	University of Massachusetts-Lowell	25	1
1454	Marian Court College	25	2
1455	University of Massachusetts-Amherst	25	1
1456	University of Massachusetts-Boston	25	1
1457	Massachusetts Bay Community College	25	4
1458	MCPHS University	25	2
1459	Massachusetts College of Art and Design	25	1
1460	Massachusetts Institute of Technology	25	2
1461	Massachusetts Maritime Academy	25	1
1462	University of Massachusetts Medical School Worcester	25	1
1463	William James College	25	2
1464	Massasoit Community College	25	4
1465	Merrimack College	25	2
1466	MGH Institute of Health Professions	25	2
1467	Middlesex Community College	25	4
1468	Montserrat College of Art	25	2
1469	Mount Holyoke College	25	2
1470	Mount Ida College	25	2
1471	Mount Wachusett Community College	25	4
1472	School of the Museum of Fine Arts-Boston	25	2
1473	The New England Conservatory of Music	25	2
1474	New England College of Optometry	25	2
1475	New England School of Acupuncture	25	2
1476	New England Law-Boston	25	2
1477	New England School of Photography	25	6
1478	Newbury College	25	2
1479	Nichols College	25	2
1480	Massachusetts College of Liberal Arts	25	1
1481	North Bennet Street School	25	5
1482	North Shore Community College	25	4
1483	The New England Institute of Art	25	3
1484	Northeastern University	25	2
1485	Northern Essex Community College	25	4
1486	College of Our Lady of the Elms	25	2
1487	Pine Manor College	25	2
1488	Pope St John XXIII National Seminary	25	2
1489	Quincy College	25	4
1490	Quinsigamond Community College	25	4
1491	Regis College	25	2
1492	Roxbury Community College	25	4
1493	Saint John's Seminary	25	2
1494	Salem State University	25	1
1495	Salter College-West Boylston	25	6
1496	Simmons College	25	2
1497	Bard College at Simon's Rock	25	2
1498	Smith College	25	2
1499	Springfield College	25	2
1500	Springfield Technical Community College	25	4
1501	University of Massachusetts-Dartmouth	25	1
1502	Stonehill College	25	2
1503	Suffolk University	25	2
1504	Tufts University	25	2
1505	Wellesley College	25	2
1506	Wentworth Institute of Technology	25	2
1507	Western New England University	25	2
1508	Westfield State University	25	1
1509	Wheaton College	25	2
1510	Wheelock College	25	2
1511	Williams College	25	2
1512	Worcester Polytechnic Institute	25	2
1513	Worcester State University	25	1
1514	Adrian College	26	2
1515	Albion College	26	2
1516	Alma College	26	2
1517	Alpena Community College	26	4
1518	Andrews University	26	2
1519	Aquinas College	26	2
1520	Baker College of Owosso	26	2
1521	Baker College	26	2
1522	Bay de Noc Community College	26	4
1523	Calvin College	26	2
1524	Calvin Theological Seminary	26	2
1525	Carnegie Institute	26	6
1526	Michigan School of Professional Psychology	26	2
1527	Central Michigan University	26	1
1528	Mott Community College	26	4
1529	Cleary University	26	2
1530	Concordia University-Ann Arbor	26	2
1531	Cranbrook Academy of Art	26	2
1532	College for Creative Studies	26	2
1533	Davenport University	26	2
1534	Delta College	26	4
1535	Michigan State University-College of Law	26	2
1536	MIAT College of Technology	26	6
1537	University of Detroit Mercy	26	2
1538	Eastern Michigan University	26	1
1539	Ferris State University	26	1
1540	Flint Institute of Barbering Inc	26	6
1541	Glen Oaks Community College	26	4
1542	Kettering University	26	2
1543	Gogebic Community College	26	4
1544	Grace Bible College	26	2
1545	Cornerstone University	26	2
1546	Grand Rapids Community College	26	4
1547	Grand Valley State University	26	1
1548	Great Lakes Christian College	26	2
1549	Henry Ford College	26	4
1550	Hillsdale College	26	2
1551	Hope College	26	2
1552	ITT Technical Institute-Wyoming	26	3
1553	Jackson College	26	1
1554	Kalamazoo College	26	2
1555	Kalamazoo Valley Community College	26	4
1556	Kellogg Community College	26	4
1557	Kirtland Community College	26	4
1558	Lake Michigan College	26	1
1559	Lake Superior State University	26	1
1560	Lansing Community College	26	4
1561	Lawrence Technological University	26	2
1562	Macomb Community College	26	4
1563	Madonna University	26	2
1564	Marygrove College	26	2
1565	Rochester College	26	2
1566	University of Michigan-Ann Arbor	26	1
1567	Michigan Barber School Inc	26	5
1568	Michigan State University	26	1
1569	Michigan Technological University	26	1
1570	University of Michigan-Dearborn	26	1
1571	University of Michigan-Flint	26	1
1572	Mid Michigan Community College	26	4
1573	Monroe County Community College	26	4
1574	Montcalm Community College	26	4
1575	Baker College of Muskegon	26	2
1576	Muskegon Community College	26	4
1577	North Central Michigan College	26	4
1578	Northern Michigan University	26	1
1579	Northwestern Michigan College	26	1
1580	Northwood University-Michigan	26	2
1581	Oakland Community College	26	4
1582	Oakland University	26	1
1583	Olivet College	26	2
1584	Kuyper College	26	2
1585	Sacred Heart Major Seminary	26	2
1586	Saginaw Valley State University	26	1
1587	Schoolcraft College	26	1
1588	Siena Heights University	26	2
1589	St Clair County Community College	26	4
1590	Southwestern Michigan College	26	4
1591	Spring Arbor University	26	2
1592	Finlandia University	26	2
1593	Western Michigan University-Thomas M. Cooley Law School	26	2
1594	Walsh College of Accountancy and Business Administration	26	2
1595	Washtenaw Community College	26	4
1596	Wayne County Community College District	26	4
1597	Wayne State University	26	1
1598	West Shore Community College	26	4
1599	Western Michigan University	26	1
1600	Western Theological Seminary	26	2
1601	Academy College	27	3
1602	Alexandria Technical & Community College	27	4
1603	Anoka Technical College	27	4
1604	Anoka-Ramsey Community College	27	4
1605	Augsburg College	27	2
1606	Riverland Community College	27	4
1607	Northwest Technical College	27	4
1608	Bemidji State University	27	1
1609	Bethany Lutheran College	27	2
1610	Bethel University	27	2
1611	Bethel Seminary-St Paul	27	2
1612	Central Lakes College-Brainerd	27	4
1613	Carleton College	27	2
1614	Concordia College at Moorhead	27	2
1615	Concordia University-Saint Paul	27	2
1616	Dakota County Technical College	27	4
1617	Martin Luther College	27	2
1618	Lake Superior College	27	4
1619	Duluth Business University	27	3
1620	Minnesota State Community and Technical College	27	4
1621	Globe University-Woodbury	27	3
1622	Minnesota West Community and Technical College	27	4
1623	Gustavus Adolphus College	27	2
1624	Hamline University	27	2
1625	Hazelden Betty Ford Graduate School of Addiction Studies	27	2
1626	Hennepin Technical College	27	4
1627	Hibbing Community College	27	4
1628	Inver Hills Community College	27	4
1629	Itasca Community College	27	4
1630	The Art Institutes International-Minnesota	27	3
1631	Luther Seminary	27	2
1632	Macalester College	27	2
1633	South Central College	27	4
1634	Minnesota State University-Mankato	27	1
1635	Mayo Medical School	27	2
1636	Mayo School of Health Sciences	27	2
1637	Argosy University-Twin Cities	27	3
1638	Mesabi Range College	27	4
1639	Metropolitan State University	27	1
1640	University of Minnesota-Twin Cities	27	1
1641	University of Minnesota-Crookston	27	1
1642	Minneapolis Business College	27	6
1643	Minneapolis College of Art and Design	27	2
1644	Minneapolis Community and Technical College	27	4
1645	Herzing University-Minneapolis	27	3
1646	Crossroads College	27	2
1647	University of Minnesota-Duluth	27	1
1648	University of Minnesota-Morris	27	1
1649	Minnesota School of Business-Richfield	27	3
1650	Minnesota State University Moorhead	27	1
1651	North Hennepin Community College	27	4
1652	National American University-Roseville	27	3
1653	Sanford-Brown College-Mendota Heights	27	3
1654	Normandale Community College	27	4
1655	North Central University	27	2
1656	Northland Community and Technical College	27	4
1657	University of Northwestern-St Paul	27	2
1658	Northwestern Health Sciences University	27	2
1659	Oak Hills Christian College	27	2
1660	Pine Technical & Community College	27	4
1661	Rainy River Community College	27	4
1662	Rochester Community and Technical College	27	4
1663	College of Saint Benedict	27	2
1664	St Cloud Technical and Community College	27	4
1665	Saint Cloud State University	27	1
1666	Saint Johns University	27	2
1667	Saint Mary's University of Minnesota	27	2
1668	St Olaf College	27	2
1669	Crown College	27	2
1670	The College of Saint Scholastica	27	2
1671	University of St Thomas	27	2
1672	St Catherine University	27	2
1673	Rasmussen College-Minnesota	27	3
1674	Saint Paul College	27	4
1675	Southwest Minnesota State University	27	1
1676	United Theological Seminary of the Twin Cities	27	2
1677	Vermilion Community College	27	4
1678	Dunwoody College of Technology	27	2
1679	Ridgewater College	27	4
1680	Minnesota State College-Southeast Technical	27	4
1681	Winona State University	27	1
1682	William Mitchell College of Law	27	2
1683	Century College	27	4
1684	Alcorn State University	28	1
1685	Belhaven University	28	2
1686	Blue Mountain College	28	2
1687	Coahoma Community College	28	4
1688	Antonelli College-Jackson	28	6
1689	Copiah-Lincoln Community College	28	4
1690	Delta Beauty College	28	6
1691	Delta State University	28	1
1692	East Central Community College	28	4
1693	East Mississippi Community College	28	4
1694	Academy of Hair Design-Grenada	28	6
1695	Hinds Community College	28	4
1696	Holmes Community College	28	4
1697	Itawamba Community College	28	4
1698	Jackson State University	28	1
1699	Jones County Junior College	28	4
1700	Meridian Community College	28	4
1701	Millsaps College	28	2
1702	Mississippi Delta Community College	28	4
1703	University of Mississippi	28	1
1704	Mississippi University for Women	28	1
1705	Mississippi Valley State University	28	1
1706	Mississippi College	28	2
1707	Mississippi Gulf Coast Community College	28	4
1708	Mississippi State University	28	1
1709	Northeast Mississippi Community College	28	4
1710	Northwest Mississippi Community College	28	4
1711	Pearl River Community College	28	4
1712	Rust College	28	2
1713	Southeastern Baptist College	28	2
1714	Southwest Mississippi Community College	28	4
1715	University of Southern Mississippi	28	1
1716	Tougaloo College	28	2
1717	Wesley Biblical Seminary	28	2
1718	William Carey University	28	2
1719	Aquinas Institute of Theology	29	2
1720	Assemblies of God Theological Seminary	29	2
1721	Avila University	29	2
1722	ITT Technical Institute-Earth City	29	3
1723	Baptist Bible College	29	2
1724	Cox College	29	2
1725	Calvary Bible College and Theological Seminary	29	2
1726	Cape Girardeau Career and Technology Center	29	4
1727	Central Christian College of the Bible	29	2
1728	Central Methodist University-College of Liberal Arts and Sciences	29	2
1729	University of Central Missouri	29	1
1730	Cleveland University-Kansas City	20	2
1731	Columbia College	29	2
1732	Conception Seminary College	29	2
1733	Concordia Seminary	29	2
1734	Cottey College	29	2
1735	Covenant Theological Seminary	29	2
1736	Crowder College	29	4
1737	Culver-Stockton College	29	2
1738	Drury University	29	2
1739	East Central College	29	4
1740	Eden Theological Seminary	29	2
1741	Pinnacle Career Institute-South Kansas City	29	6
1742	Evangel University	29	2
1743	Fontbonne University	29	2
1744	Forest Institute of Professional Psychology	29	2
1745	Ozarks Technical Community College	29	4
1746	Hannibal-LaGrange University	29	2
1747	Harris-Stowe State University	29	1
1748	Hickey College	29	3
1749	Jefferson College	29	4
1750	Barnes-Jewish College Goldfarb School of Nursing	29	2
1751	Kansas City Art Institute	29	2
1752	Kenrick Glennon Seminary	29	2
1753	A T Still University of Health Sciences	29	2
1754	Lincoln University	29	1
1755	Lindenwood University	29	2
1756	State Technical College of Missouri	29	4
1757	Logan University	29	2
1758	Metropolitan Community College-Kansas City	29	4
1759	Lutheran School of Nursing	29	6
1760	Maryville University of Saint Louis	29	2
1761	Metro Business College-Cape Girardeau	29	6
1762	Midwest Institute	29	6
1763	Midwestern Baptist Theological Seminary	29	2
1764	Mineral Area College	29	4
1765	Westwood College-O'Hare Airport	17	3
1766	Missouri Baptist University	29	2
1767	Missouri College	29	3
1768	Missouri Southern State University	29	1
1769	Missouri Tech	29	3
1770	Missouri Valley College	29	2
1771	Missouri Western State University	29	1
1772	University of Missouri-Columbia	29	1
1773	University of Missouri-Kansas City	29	1
1774	Missouri University of Science and Technology	29	1
1775	University of Missouri-St Louis	29	1
1776	Moberly Area Community College	29	4
1777	Hillyard Technical Center	29	4
1778	Nazarene Theological Seminary	29	2
1779	Truman State University	29	1
1780	Northwest Missouri State University	29	1
1781	Ozark Christian College	29	2
1782	College of the Ozarks	29	2
1783	Park University	29	2
1784	Stevens-The Institute of Business & Arts	29	3
1785	Ranken Technical College	29	2
1786	Research College of Nursing	29	3
1787	Rockhurst University	29	2
1788	Rolla Technical Institute/Center	29	4
1789	Everest College-Springfield	29	2
1790	Saint Louis University	29	2
1791	Sanford-Brown College-Fenton	29	3
1792	Saint Louis Christian College	29	2
1793	St Louis College of Pharmacy	29	2
1794	Saint Louis Community College	29	4
1795	Saint Paul School of Theology	20	2
1796	Southwest Baptist University	29	2
1797	Missouri State University-West Plains	29	4
1798	Mercy Hospital Springfield-School of Radiologic Technology	29	5
1799	Saint Luke's College of Health Sciences	29	2
1800	St Louis College of Health Careers-St Louis	29	6
1801	State Fair Community College	29	4
1802	Stephens College	29	2
1803	Southeast Missouri State University	29	1
1804	Missouri State University-Springfield	29	1
1805	Three Rivers Community College	29	4
1806	North Central Missouri College	29	4
1807	Truman Medical Center School of Nurse Anesthesia	29	2
1808	Kansas City University of Medicine and Biosciences	29	2
1809	Washington University in St Louis	29	2
1810	Webster University	29	2
1811	Wentworth Military Academy and College	29	5
1812	Westminster College	29	2
1813	William Jewell College	29	2
1814	William Woods University	29	2
1815	Academy of Cosmetology	30	6
1816	Blackfeet Community College	30	5
1817	Butte Academy of Beauty Culture	30	6
1818	Highlands College of Montana Tech	30	4
1819	Crevier's Academy of Cosmetology Arts	30	6
1820	Carroll College	30	2
1821	Dawson Community College	30	4
1822	Chief Dull Knife College	30	4
1823	Montana State University-Billings	30	1
1824	Flathead Valley Community College	30	4
1825	Aaniiih Nakoda College	30	4
1826	Fort Peck Community College	30	4
1827	Great Falls College Montana State University	30	4
1828	University of Great Falls	30	2
1829	Helena College University of Montana	30	4
1830	Little Big Horn College	30	4
1831	Miles Community College	30	4
1832	Modern Beauty School Inc	30	6
1833	Montana Tech of the University of Montana	30	1
1834	Montana State University	30	1
1835	The University of Montana	30	1
1836	Montana State University-Northern	30	1
1837	Rocky Mountain College	30	2
1838	Salish Kootenai College	30	2
1839	The University of Montana-Western	30	1
1840	La'James International College	31	6
1841	Bellevue University	31	2
1842	Clarkson College	31	2
1843	Bryan College of Health Sciences	31	2
1844	Central Community College	31	4
1845	Chadron State College	31	1
1846	College of Hair Design-Downtown	31	6
1847	Concordia University-Nebraska	31	2
1848	Creighton University	31	2
1849	Doane University-Arts & Sciences	31	2
1850	Grace University	31	2
1851	Hastings College	31	2
1852	Fullen School of Hair Design	31	6
1853	CHI Health School of Radiologic Technology	31	5
1854	Joseph's College Cosmetology	31	6
1855	University of Nebraska at Kearney	31	1
1856	Kaplan University-Lincoln Campus	31	3
1857	Nebraska Methodist College of Nursing & Allied Health	31	2
1858	Metropolitan Community College Area	31	4
1859	Mid-Plains Community College	31	4
1860	Midland University	31	2
1861	Nebraska Christian College	31	2
1862	University of Nebraska at Omaha	31	1
1863	Kaplan University-Omaha Campus	31	3
1864	Nebraska Indian Community College	31	4
1865	University of Nebraska Medical Center	31	1
1866	Nebraska Wesleyan University	31	2
1867	University of Nebraska-Lincoln	31	1
1868	Northeast Community College	31	4
1869	Peru State College	31	1
1870	Summit Christian College	31	2
1871	College of Saint Mary	31	2
1872	Southeast Community College Area	31	4
1873	Union College	31	2
1874	Vatterott College-Spring Valley	31	6
1875	Nebraska College of Technical Agriculture	31	4
1876	Wayne State College	31	1
1877	Regional West Medical Center School of Radiologic Technology	31	5
1878	Western Nebraska Community College	31	4
1879	York College	31	2
1880	Academy of Hair Design-Las Vegas	32	6
1881	Career College of Northern Nevada	32	6
1882	College of Southern Nevada	32	1
1883	The Art Institute of Las Vegas	32	3
1884	Everest College-Henderson	32	5
1885	University of Nevada-Las Vegas	32	1
1886	University of Nevada-Reno	32	1
1887	Great Basin College	32	1
1888	Sierra Nevada College	32	2
1889	Truckee Meadows Community College	32	4
1890	Western Nevada College	32	1
1891	Colby-Sawyer College	33	2
1892	Daniel Webster College	33	3
1893	Dartmouth College	33	2
1894	Franklin Pierce University	33	2
1895	University of New Hampshire-School of Law	33	1
1896	Mount Washington College	33	3
1897	Northeast Catholic College	33	2
1898	New England College	33	2
1899	Southern New Hampshire University	33	2
1900	University of New Hampshire-Main Campus	33	1
1901	Keene State College	33	1
1902	University of New Hampshire at Manchester	33	1
1903	Plymouth State University	33	1
1904	NHTI-Concord's Community College	33	4
1905	White Mountains Community College	33	4
1906	River Valley Community College	33	4
1907	Lakes Region Community College	33	4
1908	Manchester Community College	33	4
1909	Nashua Community College	33	4
1910	Great Bay Community College	33	4
1911	Rivier University	33	2
1912	Saint Anselm College	33	2
1913	St Joseph School of Nursing	33	5
1914	Granite State College	33	1
1915	Thomas More College of Liberal Arts	33	2
1916	Eastwick College-Hackensack	34	6
1917	Assumption College for Sisters	34	5
1918	Atlantic Cape Community College	34	4
1919	Bergen Community College	34	4
1920	Berkeley College-Woodland Park	34	3
1921	Beth Medrash Govoha	34	2
1922	Bloomfield College	34	2
1923	Brookdale Community College	34	4
1924	Rowan College at Burlington County	34	4
1925	Caldwell University	34	2
1926	Camden County College	34	4
1927	Centenary College	34	2
1928	American Institute-Clifton	34	6
1929	Cooper Health System Center for Allied Health Education	34	2
1930	County College of Morris	34	4
1931	Cumberland County College	34	4
1932	Drew University	34	2
1933	duCret School of Arts	34	5
1934	Lincoln Technical Institute-South Plainfield	34	6
1935	Essex County College	34	4
1936	Fairleigh Dickinson University-Metropolitan Campus	34	2
1937	Felician University	34	2
1938	Fairleigh Dickinson University-College at Florham	34	2
1939	Georgian Court University	34	2
1940	Rowan University	34	1
1941	Rowan College at Gloucester County	34	4
1942	Eastwick College-Ramsey	34	3
1943	Holy Name Medical Center School of Nursing	34	5
1944	Hudson County Community College	34	4
1945	New Jersey City University	34	1
1946	Joe Kubert School of Cartoon and Graphic Art	34	6
1947	Kean University	34	1
1948	Mercer County Community College	34	4
1949	Middlesex County College	34	4
1950	Monmouth University	34	2
1951	Montclair State University	34	1
1952	HackensackUMC Mountainside School of Nursing	34	6
1953	JFK Muhlenberg Harold B & Dorothy A Snyder Schools-School of Imaging	34	5
1954	JFK Muhlenberg Harold B & Dorothy A Snyder Schools-School of Nursing	34	5
1955	Eastwick College-Nutley	34	6
1956	New Brunswick Theological Seminary	34	2
1957	New Jersey Institute of Technology	34	1
1958	Ocean County College	34	4
1959	Passaic County Community College	34	4
1960	Pennco Tech-Blackwood	34	6
1961	Princeton Theological Seminary	34	2
1962	Princeton University	34	2
1963	Rabbinical College of America	34	2
1964	Ramapo College of New Jersey	34	1
1965	Rider University	34	2
1966	Rutgers University-Camden	34	1
1967	Rutgers University-New Brunswick	34	1
1968	Rutgers University-Newark	34	1
1969	St Francis Medical Center-School of Radiologic Technology	34	5
1970	Saint Francis Medical Center School of Nursing	34	5
1971	Saint Peter's University	34	2
1972	Salem Community College	34	4
1973	Seton Hall University	34	2
1974	College of Saint Elizabeth	34	2
1975	Raritan Valley Community College	34	4
1976	Stevens Institute of Technology	34	2
1977	Stockton University	34	1
1978	Talmudical Academy-New Jersey	34	2
1979	Teterboro School of Aeronautics	34	6
1980	Thomas Edison State University	34	1
1981	The College of New Jersey	34	1
1982	Sanford-Brown Institute-Iselin	34	6
1983	Union County College	34	4
1984	William Paterson University of New Jersey	34	1
1985	Central New Mexico Community College	35	4
1986	Navajo Technical University	35	1
1987	New Mexico State University-Dona Ana	35	4
1988	Clovis Community College	35	4
1989	Eastern New Mexico University-Main Campus	35	1
1990	Eastern New Mexico University-Roswell Campus	35	4
1991	Institute of American Indian and Alaska Native Culture	35	1
1992	New Mexico Highlands University	35	1
1993	New Mexico Junior College	35	4
1994	New Mexico Military Institute	35	4
1995	University of New Mexico-Gallup Campus	35	4
1996	New Mexico Institute of Mining and Technology	35	1
1997	University of New Mexico-Los Alamos Campus	35	4
1998	University of New Mexico-Main Campus	35	1
1999	New Mexico State University-Alamogordo	35	4
2000	New Mexico State University-Carlsbad	35	4
2001	New Mexico State University-Grants	35	4
2002	New Mexico State University-Main Campus	35	1
2003	University of New Mexico-Valencia County Campus	35	4
2004	Northern New Mexico College	35	1
2005	San Juan College	35	4
2006	Santa Fe Community College	35	4
2007	Santa Fe University of Art and Design	35	3
2008	University of the Southwest	35	2
2009	Southwestern College	35	2
2010	Southwestern Indian Polytechnic Institute	35	4
2011	University of New Mexico-Taos Campus	35	4
2012	Mesalands Community College	35	4
2013	Western New Mexico University	35	1
2014	Vaughn College of Aeronautics and Technology	36	2
2015	Adelphi University	36	2
2016	Adirondack Community College	36	4
2017	Globe Institute of Technology	36	3
2018	Bryant & Stratton College-Albany	36	3
2019	Albany College of Pharmacy and Health Sciences	36	2
2020	Albany Law School	36	2
2021	Albany Medical College	36	2
2022	Alfred University	36	2
2023	The Ailey School	36	5
2024	American Academy of Dramatic Arts-New York	36	5
2025	American Academy McAllister Institute of Funeral Service	36	5
2026	Joffrey Ballet School	36	6
2027	American Musical and Dramatic Academy	36	2
2028	Arnot Ogden Medical Center	36	5
2029	Associated Beth Rivkah Schools	36	5
2030	Bank Street College of Education	36	2
2031	Bard College	36	2
2032	Barnard College	36	2
2033	Berkeley College-New York	36	3
2034	Beth Hatalmud Rabbinical College	36	2
2035	Beth Hamedrash Shaarei Yosher Institute	36	2
2036	Phillips Beth Israel School of Nursing	36	2
2037	Boricua College	36	2
2038	Bramson ORT College	36	5
2039	Briarcliffe College	36	3
2040	Brooklyn Law School	36	2
2041	SUNY Broome Community College	36	4
2042	Bryant & Stratton College-Amherst	36	3
2043	Bryant & Stratton College-Syracuse North	36	3
2044	Bryant & Stratton College-Syracuse	36	6
2045	Bryant & Stratton College-Buffalo	36	3
2046	Bryant & Stratton College-Greece	36	3
2047	Business Informatics Center Inc	36	6
2048	Canisius College	36	2
2049	St Paul's School of Nursing-Queens	36	6
2050	Cayuga County Community College	36	4
2051	Cazenovia College	36	2
2052	Central Yeshiva Tomchei Tmimim Lubavitz	36	2
2053	Christ the King Seminary	36	2
2054	Circle in the Square Theater School	36	5
2055	Clarkson University	36	2
2056	Clinton Community College	36	4
2057	Cochran School of Nursing	36	5
2058	Colgate Rochester Crozer Divinity School	36	2
2059	Colgate University	36	2
2060	Metropolitan College of New York	36	2
2061	Columbia University in the City of New York	36	2
2062	Columbia-Greene Community College	36	4
2063	Concordia College-New York	36	2
2064	Cooper Union for the Advancement of Science and Art	36	2
2065	Cornell University	36	2
2066	Weill Cornell Medical College	36	2
2067	Corning Community College	36	4
2068	Pomeroy College of Nursing at Crouse Hospital	36	5
2069	Culinary Institute of America	36	2
2070	CUNY Bernard M Baruch College	36	1
2071	CUNY Borough of Manhattan Community College	36	4
2072	CUNY Bronx Community College	36	4
2073	CUNY Brooklyn College	36	1
2074	College of Staten Island CUNY	36	1
2075	CUNY City College	36	1
2076	CUNY Graduate School and University Center	36	1
2077	CUNY Hostos Community College	36	4
2078	CUNY Hunter College	36	1
2079	CUNY John Jay College of Criminal Justice	36	1
2080	CUNY Kingsborough Community College	36	4
2081	CUNY LaGuardia Community College	36	4
2082	CUNY Lehman College	36	1
2083	CUNY Medgar Evers College	36	1
2084	CUNY New York City College of Technology	36	1
2085	CUNY Queens College	36	1
2086	CUNY Queensborough Community College	36	4
2087	CUNY School of Law	36	1
2088	CUNY York College	36	1
2089	CVPH Medical Center School of Radiologic Technology	36	5
2090	D'Youville College	36	2
2091	Daemen College	36	2
2092	Yeshiva of Far Rockaway Derech Ayson Rabbinical Seminary	36	2
2093	Dominican College of Blauvelt	36	2
2094	Dowling College	36	2
2095	Dutchess Community College	36	4
2096	Belanger School of Nursing	36	5
2097	Elmira Business Institute	36	6
2098	Elmira College	36	2
2099	Erie Community College	36	4
2100	Fashion Institute of Technology	36	1
2101	Finger Lakes Community College	36	4
2102	Five Towns College	36	3
2103	Fordham University	36	2
2104	Fulton-Montgomery Community College	36	4
2105	The General Theological Seminary	36	2
2106	Genesee Community College	36	4
2107	Hamilton College	36	2
2108	Hartwick College	36	2
2109	Helene Fuld College of Nursing	36	2
2110	Herkimer County Community College	36	4
2111	Hilbert College	36	2
2112	Hobart William Smith Colleges	36	2
2113	Hofstra University	36	2
2114	Houghton College	36	2
2115	Hudson Valley Community College	36	4
2116	Hunter Business School	36	6
2117	Institute of Design and Construction	36	5
2118	Iona College	36	2
2119	Island Drafting and Technical Institute	36	6
2120	Ithaca College	36	2
2121	Jamestown Community College	36	4
2122	Jamestown Business College	36	3
2123	Jefferson Community College	36	4
2124	Jewish Theological Seminary of America	36	2
2125	The Juilliard School	36	2
2126	SBI Campus-An Affiliate of Sanford-Brown	36	6
2127	Kehilath Yakov Rabbinical Seminary	36	2
2128	Keuka College	36	2
2129	LIM College	36	3
2130	Le Moyne College	36	2
2131	LIU Brooklyn	36	2
2132	LIU Post	36	2
2133	Long Island Business Institute	36	6
2134	LIU Hudson at Rockland	36	2
2135	LIU Brentwood	36	2
2136	Machzikei Hadath Rabbinical College	36	2
2137	Mandl School-The College of Allied Health	36	6
2138	Manhattan College	36	2
2139	Manhattan School of Music	36	2
2140	Manhattanville College	36	2
2141	Maria College of Albany	36	2
2142	Marist College	36	2
2143	Marymount Manhattan College	36	2
2144	Medaille College	36	2
2145	Memorial College of Nursing	36	5
2146	Memorial Hospital School of Radiation Therapy Technology	36	5
2147	Mercy College	36	2
2148	Mesivta Torah Vodaath Rabbinical Seminary	36	2
2149	Mesivta of Eastern Parkway-Yeshiva Zichron Meilech	36	2
2150	Mesivtha Tifereth Jerusalem of America	36	2
2151	Mildred Elley School-Albany Campus	36	6
2152	Mirrer Yeshiva Cent Institute	36	2
2153	Mohawk Valley Community College	36	4
2154	Molloy College	36	2
2155	Monroe College	36	3
2156	Monroe Community College	36	4
2157	Mount Saint Mary College	36	2
2158	Montefiore School of Nursing	36	5
2159	College of Mount Saint Vincent	36	2
2160	Icahn School of Medicine at Mount Sinai	36	2
2161	Nassau Community College	36	4
2162	Nazareth College	36	2
2163	Neighborhood Playhouse School of the Theater	36	5
2164	The College of New Rochelle	36	2
2165	The New School	36	2
2166	New York Chiropractic College	36	2
2167	New York Law School	36	2
2168	New York Medical College	36	2
2169	New York Theological Seminary	36	2
2170	New York University	36	2
2171	Niagara County Community College	36	4
2172	Niagara University	36	2
2173	North Country Community College	36	4
2174	New York College of Podiatric Medicine	36	2
2175	New York Institute of Technology	36	2
2176	New York School of Interior Design	36	2
2177	Nyack College	36	2
2178	Ohr Hameir Theological Seminary	36	2
2179	Onondaga Community College	36	4
2180	Orange County Community College	36	4
